Évelette_X	Évelettoise_N	Évelettois_N	évelettois_A
dalleton_A	dalletone_A	Dallet_X	Dalletone_N	Dalleton_N
Viabonnaise_N	Viabonnais_N	viabonnais_A	Viabon_X
magneuse_A	Magneuse_N	Magneux_N	magneux_A
eutonique_X	eutonie_N
rhéophorique_X	rhéophore_N
victoire_N	victorieux_A	victorieusement_D
ascensoriste_N	ascenseur_N
palpiforme_A	palpifère_A	palpe_N	palpicorne_A	palpal_X	palpigère_X
burelle_N	bureléfr_X
flandriciste_X	flandricisme_N
hugolâtrie_N	hugolâtre_N
hétérosexuelfr_X	hétérosexismefr_X	hétérosexiste_N
goropiser_V	Goropius_N
humidité_N	humide_A	hyperhumide_A
péricardite_N	péricarde_N
pressiomètre_N	dépressiomètrefr_X
repolissonner_V	polissonner_V
Surannais_N	Villereversure_X	Surannaise_N	surannais_A	surannaise_A
calepinage_N	calepin_N
plénariste_X	plénarisme_N
répréhensible_A	répréhension_N	reprendre_X
Lavalette_X	Lavalettoise_N	lavalettois_A	Lavalettois_N	lavalettoise_A
agenouilliste_A	agenouilloir_N
burhinidés_N	burhinidé_N
rénover_V	rerénover_V	rénovation_N
carpophobe_X	carpophobie_N
seizième_A	seizièmement_D	seiziémisme_N
bobologique_A	bobologie_N
odiositéfr_X	odieux_A	odieusementfr_X
Monbéquinoise_N	monbéquinoise_A	Monbéqui_X	monbéquinois_A	Monbéquinois_N
hypodermatomiefr_X	dermatotomie_N
protoplasmique_A	protoplasme_N
tennistique_A	tennistiquementfr_X
Allemansois_N	Allemans_X	Allemansoise_N	allemansois_A	allemansoise_A
Lilliput_X	lilliputienfr_X
ectozoaire_N	épizoaire_N	endozoaire_N
embrouillarder_V	brouillasser_V	brouillard_N
Mutzenhousoise_N	Mutzenhousois_N	mutzenhousois_A	mutzenhousoise_A	Mutzenhouse_X
ancinnois_A	Ancinnes_X	Ancinnoise_N	ancinnoise_A	Ancinnois_N
encabanage_N	encabanement_N	encabané_V	encabaner_V
micropsiefr_X	microphtalmefr_X	microps_A
Brachy_X	Brachetais_N	brachetaise_A	Brachetaise_N	brachetais_A
cartophile_A	cartophiliefr_X	cartophiliquefr_X
bendejunois_A	Bendejunois_N	Bendejunoise_N	Bendejun_X
Rimsdorf_X	Rimsdorfoise_N	rimsdorfois_A	rimsdorfoise_A	Rimsdorfois_N
monégasque_A	monégasquiser_V
chalampéen_A	Chalampéenne_N	Chalampéen_N	chalampéenne_A	Chalampé_X
Dournazacoise_N	dournazacois_A	Dournazac_X	dournazacoise_A	Dournazacois_N
confutation_N	confuter_V
accessoirement_D	accessit_N
Arsaguais_N	Arsaguaise_N	Arsague_X	arsaguais_A	arsaguaise_A
tlaloque_X	Tlaloc_X
audregnien_A	Audregnies_X	Audregnienne_N	Audregnien_N
antimilitariste_X	antimilitarisme_N
synergique_N	synergie_X
drubecois_A	Drubec_X	drubecoise_A	Drubecoise_N	Drubecois_N
Sybarite_X	sybarite_X	sybaritisme_N
Lugyois_N	lugyoise_A	lugyois_A	Lugy_X	Lugyoise_N
promener_V	promeneur_N	promenade_X
gouffre_N	engouffrement_N
reclus_X	reclure_V
microperforation_X	microperforer_V	microperforé_V
touillonais_A	touillonaise_A	Touillonaise_N	Touillonais_N	Touillon_X
tachycardiquefr_X	tachycardie_N
zédoaire_N	zédoarinefr_X
Angoumé_X	Angoumoise_N	Angoumois_X	angoumois_A	angoumoise_A
substructural_A	substructure_N
peuplier_N	populiculture_N	populiculteur_N
vendéen_A	Vendéen_N	Vendée_X
scarabée_N	carabe_X	scarabéoïdes_X	scarabéidés_N	carabin_X
contraste_N	contraster_V
somptueux_A	somptuosité_N	somptueusement_D	somptuaire_A
Puyolais_N	Puyolaise_N	Puyoô_X	puyolais_A
myconyme_N	myconymique_X
moyenâgeux_A	moyenâgistefr_X	moyenâgismefr_X	moyenâgeusementfr_X
pouls_N	pulsation_X
iatralipte_N	iatraliptiquefr_X
stockage_N	déstockage_N
villiacois_A	Villiacois_N	Villy_X	Villiacoise_N	villiacoise_A
thiervillaise_A	Thierville_X	Thiervillaise_N	thiervillais_A	Thiervillais_N
nicolaïte_A	nicolaïsmefr_X
Westphal_X	westphalique_X	westphalien_A	Westphalie_X	Westphalienne_N	Westphalien_N
chimiophobie_N	chimiophobe_X
urticaire_N	urticarienfr_X
Couvrotier_N	Couvrot_X	couvrotière_A	Couvrotière_N	couvrotier_A
hypofonctionnement_X	hypofonctionner_V
aspergilliforme_A	aspergerfr_X
débrideur_N	débrider_V	redébrider_V
autocenseur_X	autocensure_N	autocensuré_V	autocensurer_V
diabasique_X	diabase_N
Vroulonne_N	Verosvres_X	Vroulon_N	vroulon_A	vroulonne_A
sadrocoise_A	sadrocois_A	Sadroc_X	Sadrocoise_N	Sadrocois_N
andornois_A	Andornoise_N	andornoise_A	Andornay_X	Andornois_N
capillotractage_X	tétracapillosectomie_N
ethnobiologiste_N	ethnobiologie_N
Varces_X	Varçois_N
circonspection_N	circonspect_A
bipeur_N	biper_V	bip_N
repêchage_N	repêcher_V	repêcheur_N
pyréthroïde_N	pyrèthre_N	pyréthrinoïde_N	pyréthrine_N
Marchovelette_X	Marchovelettois_N	marchovelettois_A	Marchovelettoise_N
parisotain_A	Parisotain_N	Parisot_X	Parisotine_N	Parisotin_N	Parisotaine_N	parisotin_A
Arcinois_N	Arcins_X	arcinois_A	Arcinoise_N	arcinoise_A
Villaméen_N	Villamée_X	villaméenne_A	villaméen_A	Villaméenne_N
suève_A	Suève_N	Souabe_N	souabe_A
anacréontiserfr_X	Anacréon_X	anacréontiquefr_X	anacréontismefr_X
zoopsychologie_N	zoopsychologue_N
plumierfr_X	plumaire_A
câlisser_V	colisser_V	câlisse_I
vulgarisme_N	vulgariserfr_X
benestoise_A	Benestois_N	benestois_A	Benestoise_N	Benest_X
Albignacoise_N	Albignac_X	albignacois_A	Albignacois_N	albignacoise_A
agridroneur_N	agridrone_N
Préalpes_X	préalpin_A
Kant_X	kantiste_N	kantien_A	kantisme_N
distinguible_A	distinguibilité_X
ramille_N	ramillon_A
barberazien_A	barberazienne_A	Barberazien_N	Barberazienne_N	Barberaz_X
fongible_A	fongibilité_N
bipédisme_N	bipède_A	bipédie_N	bipied_N
camélia_N	Camel_X
sursaturation_N	resursaturer_V	sursaturer_V
oster_X	composteur_N
pétasitefr_X	pétase_N
batifolage_N	batifoler_V
sardoniquefr_X	sardonie_N
zootaxique_A	zootaxie_N
doissacoise_A	Doissacois_N	doissacois_A	Doissacoise_N	Doissat_X
raquetteurfr_X	raquette_N	raquetierfr_X	raquettistefr_X
vaumoisien_A	Vaumoisienne_N	vaumoisienne_A	Vaumoisien_N	Vaumoise_X
fourvoyer_V	fourvoiement_N	refourvoyer_V
Écurie_X	écurien_A	écurienne_A	Écurien_N	Écurienne_N
Rosbruckois_N	Rosbruckoise_N	Rosbruck_X	rosbruckois_A	rosbruckoise_A
clandestin_A	clandestinement_D
Wuenheimois_N	wuenheimois_A	Wuenheim_X	Wuenheimoise_N
Festieux_X	festéolienne_A	festéolien_A	Festéolienne_N	Festéolien_N
réassagir_V	rassagir_V	assagir_V
aubaine_N	aubain_N
Génat_X	génatoise_A	Génatoise_N	Génatois_N	génatois_A
quelmoise_A	Quelmois_N	Quelmes_X	quelmois_A	Quelmoise_N
kératinefrkératine_X	cératine_N
prasvillois_A	Prasvilloise_N	Prasvillois_N	Prasville_X	prasvilloise_A
Larcan_X	Larcanaise_N	Larcanais_N	larcanaise_A	larcanais_A
Labouquerrois_N	labouquerrois_A	Labouquerie_X	Labouquerroise_N
Nicorpaise_N	nicorpaise_A	nicorpais_A	Nicorpais_N	Nicorps_X
surimprimer_V	surimpression_N
boisgervillienne_A	Boisgervilly_X	boisgervillien_A	Boisgervillienne_N	Boisgervillien_N
Pontcarréen_N	Pontcarréenne_N	pontcarréen_A	Pontcarré_X	pontcarréenne_A
Européen_N	Europefr_X
ethnopsychanalyse_N	ethnopsychanalytique_A
Voultonaise_N	voultonais_A	voultonaise_A	Voulton_X	Voultonais_N
ronéotagefr_X	ronéo_N	ronéoterfr_X	ronéoteurfr_X
levrousain_A	Levrousaine_N	Levroux_X	Levrousain_N
clientéliste_A	clientéliser_V	clientélisme_N
tachyarythmique_X	tachyarythmie_N
Vaucressonnais_N	vaucressonnais_A	Vaucressonnaise_N	Vaucresson_X	vaucressonnaise_A
glageonnaise_A	Glageonnais_N	glageonnais_A	Glageon_X	Glageonnaise_N
dendrographie_N	dendrographe_N
slacker_X	slackline_N
McAdam_X	macadam_X
salzbourgeois_A	Salzbourg_X	Salzbourgeois_N
ringardiser_V	déringardiser_V
brangeoise_A	Branges_X	brangeois_A	Brangeois_N	Brangeoise_N
dipsomane_A	dipsomanie_N
Lazenaise_N	Lazenay_X	lazenais_A	lazenaise_A	Lazenais_N
largagefr_X	larguer_V
kyriologie_N	kyriologique_A
arlequinade_N	arlequiner_V	arlequin_N
Possidéen_N	Poisson_N	Possidéenne_N	possidéen_A
remix_X	mixer_X	remixer_X	remixeur_N
Cessieu_X	cessieutois_A	Cessieutoise_N	cessieutoise_A	Cessieutois_N
giongeois_A	Giongeois_N	Giongeoise_N	Gionges_X
blessé_A	blessure_X	blesser_V	blessant_A	blesseur_X
turpide_A	turpitude_X
assessois_A	Assessois_N	Assessoise_N	Assesse_X
landaulet_N	landau_N
urédinéefr_X	urédinalefr_X	urédo_N	urédinésfr_X
jarnysienne_A	jarnysien_A	Jarnysien_N	Jarnysienne_N	Jarny_X
penoloise_A	penolois_A	Penol_X	Penolois_N	Penoloise_N
jarret_N	jarretière_N
autodénonciation_N	s’autodénoncer_V
enviander_V	enviandé_V
Sauvagemontois_N	Sauvagemont_X	sauvagemontois_A	Sauvagemontoise_N
ensabler_V	ensablementfr_X
lucidement_D	lucidité_N
spidroniser_V	spidron_N
Autignac_X	Autignacoise_N	autignacois_A	autignacoise_A	Autignacois_N
évanescence_N	évanescent_A
esquiveur_N	esquiver_V	esquive_N
fidéiste_A	fidéisme_N
resangler_V	sangler_V
termCritiqué_X	Harpagon_N
Schiedam_X	Schiedamois_N	Schiedamoise_N	schiedamois_X
archimandrite_X	mandrite_N
étrangeté_N	étrange_A	étranger_A	étrangement_D
lapidescent_A	lapidescencefr_X
phlegmon_N	phlegmoneux_A
mamaillou_N	mamaillage_N	mamailler_V
courmelloise_A	Courmelles_X	Courmelloise_N	Courmellois_N	courmellois_A
aléatoirité_N	aléatoirement_D	aléatoire_A	aléa_N
versionnage_N	versionner_V
désengouement_N	désengouer_V
sorédie_N	sorédifèrefr_X
Hérenguerville_X	hérenguervillais_A	Hérenguervillaise_N	Hérenguervillais_N
madirannaisfr_X	madiran_N
cliodynamicien_N	cliodynamique_N
cantique_N	cantionnaire_N
chaleureux_A	chaleureusement_D
sablonnier_N	sablonnière_N	sablièrefr_X
thiétrevillais_A	Thiétrevillais_N	Thiétreville_X	Thiétrevillaise_N	thiétrevillaise_A
avestiquefr_X	Avesta_N
cimetière_N	acémète_A
arabophone_A	arabophonie_N
recasagefr_X	recaser_V
insécuriser_V	insécurisation_N
venthonais_A	Venthon_X	Venthonaise_N	Venthonais_N	venthonaise_A
Uchaux_X	Uchalienne_N	Uchalien_N	uchalienne_A	uchalien_A
Agrippine_X	agrippine_N
brêlage_N	brêler_V
sexué_A	ultrasexué_A
micromètre_N	micrométrique_A
recarafer_V	carafe_N	carafage_N	carafer_V	carafon_N
gargarisme_X	gargariser_V
sottais_A	Sotta_X	Sottaise_N	Sottais_N	sottaise_A
Hirélois_N	hirélois_A	Hirel_X	hiréloise_A	Hiréloise_N
fragmentable_A	photofragmentable_X	fragmentabilité_X	biofragmentable_A
bananaphobe_X	bananaphobie_N
hyperstatique_A	hyperstatisme_N	hyperstaticité_X
chiffle_N	chiffler_V
corvettard_N	corvette_N
Pocharramétoise_N	pocharramétois_A	Pocharramétois_N	Poucharramet_X	pocharramétoise_A
épexégétique_X	épexégèse_N
gruidé_N	gruidés_N
Corps_X	Corpatusfr_X	Corpensaisfr_X
aulacode_N	aulacodiculture_N
coucyienne_A	Coucy_X	Coucyien_N	Coucyienne_N	coucyien_A
labeaumois_A	Labeaumois_N	Labeaumoise_N	Labeaume_X
brèvoise_A	Brèvoise_N	Brèvois_N	brèvois_A	Brèves_X
Puylaurentais_N	puylaurentaise_A	puylaurentais_A	Puylaurens_X	Puylaurentaise_N
aluminique_A	trialuminiquefr_X
procellariidé_N	procellariidés_N
foussignacais_A	Foussignac_X	Foussignacais_N	Foussignacaise_N	foussignacaise_A
chlorophacinone_N	diphacinone_N
Dorengtoise_N	Dorengt_X	Dorengtois_N	dorengtoise_A	dorengtois_A
inerrance_N	inerrantiste_A	inerrantisme_X
Puellemontoise_N	puellemontois_A	Puellemontois_N	Puellemontier_X
buzanais_A	Buzan_X	buzanaise_A	Buzanaise_N	Buzanais_N
feignardise_N	feignard_N
latexer_V	relatexer_V
ordonnançable_A	réordonnançable_A
sardoniquement_D	sardonique_A
rétronyme_N	rétronymique_X	rétronymie_N
Riespachois_N	Riespachoise_N	riespachoise_A	Riespach_X	riespachois_A
subversif_A	subversivité_N
dépaysement_N	dépayser_V
rancœur_N	rancune_X
Tadoussac_X	Tadoussacienfr_X	tadoussacienfr_X
Flaxlandienne_N	flaxlandien_A	Flaxlanden_X	flaxlandienne_A	Flaxlandien_N
Flourensoise_N	flourensois_A	Flourens_X	Flourensois_N
lardonnier_N	lardon_N	lardonniste_N
Bohalais_N	bohalaise_A	Bohal_X	bohalais_A	Bohalaise_N
Affracurtien_N	Affracourt_X	Affracurtienne_N	affracurtien_A
dévasement_N	dévaser_V
violemment_D	violent_X
Bulligny_X	bulignacien_A	Bulignacien_N	bulignacienne_A	Bulignacienne_N
s’enrailler_V	enraillement_X
youv_N	youvoi_N
bobologiefr_X	bobologue_N
Rovon_X	rovonnais_A	Rovonnaise_N	Rovonnais_N	rovonnaise_A
Woippycien_N	woippycienne_A	woippycien_A	Woippycienne_N	Woippy_X
hémicycliquefr_X	hémicycle_N
typographienocat_X	délié_A
autographiste_N	autographie_N
constellé_A	consteller_V
braqueur_N	braquer_V	braquement_N	braquage_N
Michaugues_X	michauguais_A	Michauguais_N	Michauguaise_N
correspondancefr_X	correspondre_V	correspondantfr_X
symploque_N	symplectomorphisme_N	présymplectique_X	symplectique_A	symplectiquement_X	symplectomorphe_X
maniller_X	manillon_N	manille_N	manilleur_N
pandanacéefr_X	pandanus_N
subtilité_N	subtilement_D
diagnostic_N	diagnostiquer_V	surdiagnostic_N	diagnostique_A	radiodiagnostic_N	surdiagnostiquer_V
congréagefr_X	congréer_V
sénoufophone_X	sénoufo_A
botanographie_N	botanographiquefr_X
fendre_X	fendard_A
Ulmissienne_N	ulmissienne_A	Ulmissien_N	Omissy_X	ulmissien_A
gastéropode_N	néogastéropode_N
bostois_A	bostoise_A	Bost_X	Bostois_N	Bostoise_N
pézilien_A	Pézy_X	Pézilienne_N	Pézilien_N
nordicité_N	langfrnord_X
épisynthétiquefr_X	épisynthétisme_N
ginouillacoise_A	Ginouillacoise_N	Ginouillac_X	Ginouillacois_N	ginouillacois_A
orniérant_A	orniérage_N	orniérer_V
speudo_N	pseudo_N	pseudonyme_A	pseudonymat_N
épidèmefr_X	épidèse_N
dorloter_V	dorlotement_N
Courlacois_N	Courlacoise_N	courlacois_A	Courlac_X	courlacoise_A
Limersheimoise_N	Limersheim_X	limersheimois_A	Limersheimois_N
rabrouement_N	rabrouer_V
Larçay_X	Larcéen_N	larcéenne_A	Larcéenne_N	larcéen_A
faouine_A	Faouine_N	faouin_A	Faouin_N	Foug_X
embouer_V	désembouer_V
hoplomaque_N	hoplomachie_N
coercivité_N	coercif_A
redébrancher_V	débrancher_V
idiorythmiquefr_X	idiorythmie_N
solaire_A	extrasolaire_A
tremblaie_N	Tremblay_X
désensabler_V	désensablement_X
Roumouline_N	Roumoules_X	roumoulin_A	roumouline_A	Roumoulin_N
restaplerfr_X	stappe_N
anathème_N	anathématiser_V	anathématisme_N
échiquéen_A	échiqueter_V	échiqueté_A
pisolithe_N	pisolithiquefr_X
Holtzwihrien_N	holtzwihrien_A	Holtzwihrienne_N	Holtzwihr_X
cyberdissidence_N	cyberdissident_N
hagétois_A	Hagétois_N	Haget_X	Hagétoise_N
Aghionais_N	Aghionaise_N	Aghione_X	aghionaise_A	aghionais_A
églantinard_N	églantine_N	églantier_N
Locarno_X	Locarnien_N	locarnien_N
zinswilleroise_A	zinswillerois_A	Zinswillerois_N	Zinswiller_X	Zinswilleroise_N
littoral_A	littoralisation_N
gibournais_A	Gibournaise_N	Gibourne_X	Gibournais_N	gibournaise_A
Avignonetin_N	Avignonet_X	avignonetin_A	Avignonetine_N
Péreyres_X	péreyrein_A	Péreyreine_N	Péreyrein_N	péreyreine_A
aguiller_V	aguillage_X
caconomie_N	anomiefr_X
encomiastique_A	encomiaste_N
Couleuvre_X	couleuvroise_A	Couleuvrois_N	Couleuvroise_N	couleuvrois_A
arbovirose_N	arbovirus_N
siècleXVII_X	Macassar_X	Macassarois_X	Macaçarois_X
rhénate_N	rhénium_N	perrhénique_A	rhénique_X	rhéneux_X	perrhénate_N
Pécrot_X	Pécrotois_N	pécrotois_A	Pécrotoise_N
Jumigny_X	Jumignyacoise_N	jumignyacoise_A	jumignyacois_A	Jumignyacois_N
Bruyellois_N	Bruyelloise_N	bruyellois_A	Bruyelle_X
roquentinfr_X	roquet_N
tutsi_A	Tutsi_X	Tutsis_X
stipiforme_A	stipitiforme_A	stipe_N
pimprené_A	pimprenelle_N
Bératais_N	Bérat_X	bératais_A	Bérataise_N
cussangeois_A	Cussangy_X	cussangeoise_A	Cussangeois_N	Cussangeoise_N
Ingouchie_X	ingouche_N	Ingouche_N
élégance_N	élégant_A	surélégant_A	élégamment_D	élégantissime_A
débaucher_V	redébaucher_V	débauché_A
Mametzienne_N	Mametz_X	Mametzien_N	mametzienne_A	mametzien_A
Hermès_X	hermaïque_A
plédéliacaise_A	Plédéliacais_N	plédéliacais_A	Plédéliac_X	Plédéliacaise_N
hoplologue_X	hoplologie_N
protopopesse_X	protopope_N	popesse_N
physiographe_N	physiographiefr_X
babeurier_A	babeurière_A	Babeurier_N	Bétignicourt_X	Babeurière_N
roussoyant_V	roussoiement_X	roussoyer_V
suitesfr_X	luites_N
Beustois_N	Beustoise_N	beustois_A	beustoise_A	Beuste_X
déportement_N	ortement_X
pectoriloquiefr_X	pectoriloque_N	ventriloquefr_X
détransposer_V	détranspositionfr_X
Gaboronais_N	Gaborone_X	gaboronais_A
gentiliste_N	gentilé_N	Gentil_N
aiguepersois_A	aiguepersironne_A	Aiguepersois_N	Aiguepersiron_N	aiguepersiron_A	Aiguepersironne_N	Aiguepersoise_N	aiguepersoise_A	Aigueperse_X
intergénérationnel_A	intergénération_N
ptéroclididé_N	ptéroclididés_N
copulateur_A	copulerfr_X	copulatiffr_X	copulationfr_X
tabelle_N	tabellaire_A
Lormaye_X	lormaisien_A	lormaisienne_A	Lormaisien_N	Lormaisienne_N
prédélictuel_A	prédélit_N
chah_N	shabanou_N	chahbanou_N	padishah_N
glaréolidé_N	glaréolidés_N
Ypres_X	Yprois_N	yprois_A	Yproise_N
froncloise_A	Froncles_X	Fronclois_N	fronclois_A	Froncloise_N
laleusienne_A	laleusien_A	Laleusienne_N	Laleu_X	Laleusien_N
légionelle_N	légionellose_N
Cheptainville_X	cheptainvilloise_A	Cheptainvillois_N	cheptainvillois_A	Cheptainvilloise_N
Morlaàs_X	morlanaise_A	Morlanais_N	Morlanaise_N	morlanais_A
Lodévoise_N	lodévois_A	lodévoise_A	Lodévois_N	Lodève_X
Bertincourtoise_N	Bertincourt_X	bertincourtoise_A	bertincourtois_A	Bertincourtois_N
vexable_A	vexation_X	vexant_A
technicienne_N	technicien_N	technique_X
adrogation_N	adroger_V
varheure_N	varheuremètrefr_X
Launayenne_N	launayenne_A	launayen_A	Launay_X	Launayen_N
molybdiquefr_X	molybditefr_X	molybdoïde_N	molybdeuxfr_X
prééclampsiefr_X	éclampsie_N
kératectomie_N	kératotomiefr_X
goureur_N	gourer_V	goure_N
ranchoise_A	Ranchoise_N	Ranchy_X	ranchois_A	Ranchois_N
joséphiste_A	joséphisme_N
baillifienne_A	Baillifien_N	baillifien_A	Baillifienne_N	Baillif_X
corythaeoliné_N	corythaeolinés_N
pied_X	piédestal_N	pédicelle_N	pédestre_A
mixe_N	prémixe_N
Bourdaloue_X	bourdaloue_N
monoïdéisme_N	monoïdéique_A
algomanie_N	algomanefr_X
fasciser_V	fascisant_A
Melmacien_N	melmacien_X	Melmac_X
étriper_V	étripage_N	tripe_X	étripade_N
Plouviennoise_N	plouviennois_A	Plouvien_X	Plouviennois_N
claustrophiliefr_X	claustrophile_A
démouvillaise_A	Démouville_X	Démouvillaise_N	démouvillais_A	Démouvillais_N
Germaine_N	germinois_A	Germinois_N	Germainoise_N	Germainois_N	Germinoise_N	Germigny_X	germainois_A
braverie_N	brave_X	bravoure_N
cruciverbiste_N	verbicruciste_N
égobeler_V	égobelage_N
bergueneusois_A	bergueneusoise_A	Bergueneusoise_N	Bergueneuse_X	Bergueneusois_N
illuviation_N	illuvial_A	illuvion_N
putasse_N	putasser_X	putasserie_N	putassier_N
présocratiquement_D	présocratique_A
encenser_V	encensement_N
râteau_N	râtelier_N
anovulation_N	anovulatoire_A
aragnouetoise_A	Aragnouet_X	Aragnouetois_N	Aragnouetoise_N	aragnouetois_A
cramponnement_N	crampon_N	cramponner_V
beautevillois_A	Beautevillois_N	Beautevilloise_N	Beauteville_X
présure_N	présurierfr_X
gardouchois_A	Gardouch_X	Gardouchois_N	Gardouchoise_N
Gilbertine_N	Gilbertin_N
Camjac_X	Camjaçois_N	camjaçoise_A	Camjaçoise_N	camjaçois_A
Habergy_X	Habergyene_X	habergyen_A	Habergyen_N
sintérisation_X	sintériser_V	sinter_N
prépuce_N	préputialfr_X	déprépucer_V
Avrolles_X	Avrollot_X
assigner_V	assignable_A
soudière_N	soudier_N
Guilliérois_N	guilliéroise_A	Guilliers_X	guilliérois_A	Guilliéroise_N
Foyen_N	foyenne_A	foyen_A	Foyenne_N	Nommay_X
caméléon_N	caméléonien_A
accon_N	aconier_A	acconier_N	aconage_N	acconage_N	acon_N
dégrossir_V	dégrossi_V
fracas_N	fracasser_V
Balkariefr_X	Balkar_N
testricien_A	testricienne_A	Testricien_N	Tertry_X	Testricienne_N
trimbaler_V	trimbalage_N
ouzbek_A	Ouzbékistan_X	Ouzbek_N
thixotrope_A	thixotropie_N	thixotropique_A
agasse_N	agasseau_N
cyanose_N	acrocyanose_N
démarcation_N	démarquer_V
paraphylétique_A	paraphylie_N
mélitococcique_A	mélitococcie_N
embattre_V	embatteur_N	embattage_N
trilobairefr_X	trilobe_N	trilobéfr_X
leptorhinie_N	leptorhinienfr_X	leptorrhinienfr_X
herquellerie_N	herqueller_V	herquellier_N
Romanifontaine_N	Romanifontain_N	romanifontain_A	romanifontaine_A	Fondremand_X
microrobotique_N	microrobot_X
cisleithan_A	Cisleithanie_X
cartonnier_N	cartonnerie_N
Gouchaupre_X	gouchaupréen_A	Gouchaupréenne_N	Gouchaupréen_N
Grundviller_X	Grundvillergeois_N	grundvillergeois_A	Grundvillergeoise_N	grundvillergeoise_A
hémopathie_N	hémopathique_X
garriguette_N	garrigue_N
fonsommois_A	Fonsommoise_N	fonsommoise_A	Fonsommes_X	Fonsommois_N
gonzesse_N	donzelle_X	gonzelle_N
Franquevillaise_N	Franquevillais_N	franquevillais_A	Franqueville_X
gigoteuse_N	gigoter_V
mégohmmètre_N	ohmmètre_N
départemental_A	départementale_N	départementalisation_N	départementaliser_V	départementalement_D
semelfactivité_N	semelfactif_A
Ligolienne_N	Ligueil_X	ligolienne_A	ligolien_A	Ligolien_N
oublieur_N	oublie_N	oublierie_N	oubliette_X	oubli_N	oublier_V
indisponible_A	indisponibilité_N
prototypique_A	prototypiquement_D
guérétois_A	Guérétois_N
palladianisme_N	néopalladianisme_X	palladien_A
sporotrichose_N	sporotriche_N
Signes_X	signois_A	signoise_A	Signoise_N	Signois_N
Tuchanais_N	Tuchanaise_N	tuchanaise_A	tuchanais_A	Tuchan_X
glassophone_N	xylophone_X
médiocratique_A	médiocrate_X	médiocratiquement_X	médiocratie_N
violateur_N	violeur_N
Aquinoisfr_X	Aquinatefr_X	Aquin_X
salperwickois_A	Salperwick_X	Salperwickois_N	Salperwickoise_N	salperwickoise_A
drépanocytaire_A	drépanocytose_N
codille_N	codiller_V
Dréhançois_N	dréhançois_A	Dréhançoise_N	Dréhance_X
organocatalyse_N	organocatalyseur_N
cyclophane_N	idiocyclophanefr_X
belfahote_A	Belfahote_N	belfahot_A	Belfahy_X	Belfahot_N
Bergamasque_N	Bergame_X	bergamasque_A
asiarchat_N	asiarque_N
Créchetois_N	créchetois_A	créchetoise_A	Créchetoise_N	Créchets_X
caturige_A	Caturige_N	Chorges_X
cheminée_N	cheministe_N
agressivité_N	suragressivitéfr_X
berrieusien_A	berrieusienne_A	Berrieusienne_N	Berrieusien_N	Berrieux_X
Quévysienne_N	quévysien_A	Quévysien_N	Quévy_X
Varois_N	varois_A
opéable_A	opéabilité_N
cousu_A	décousu_A
Douellien_N	Douellienne_N	Douelle_X	douellienne_A	douellien_A
chiantfr_X	cacafr_X	cacatoire_A
affreusementfr_X	affre_N	affreux_A	affreuseté_N	affreuxfr_X
modificateur_A	modifieur_N
médinafr_X	Médine_X	médina_N
trumpisme_N	trumpisation_N
joïk_N	joïker_X
champforgeuillais_A	Champforgeuil_X	Champforgeuillais_N	Champforgeuillaise_N	champforgeuillaise_A
déplumer_V	déplumé_A
surmoûtfr_X	moût_N
réélectionfr_X	réélire_V	élire_V
désinhibition_N	désinhibiteur_A	désinhiber_V
ostéose_N	malacostéosefr_X
Blanzynoise_N	Blanzynois_N	Blanzy_X	blanzynoise_A	blanzynois_A
addictologie_N	addictologique_A
isoclinefr_X	épiclèsefr_X	périclinefr_X	épicline_A
Éris_X	éristiquement_D	éristique_A
pyrhéliomètre_N	pyrhéliométriquefr_X
matrilocal_A	matrilocalité_N
hussitisme_N	hussite_A
